,gene1,gene2,label,meta_path,rank_percent
106,G:HGNC:23242,G:HGNC:4126,1,"['GTG', 'GMDpDMG']",0.999
107,G:HGNC:8931,G:HGNC:8930,1,['GTG'],0.997
108,G:HGNC:7462,G:HGNC:7707,1,"['GDpDG', 'GDpDpDG']",0.996
109,G:HGNC:25891,G:HGNC:22960,1,['GMDMG'],1.0
110,G:HGNC:13538,G:HGNC:9412,1,['GTG'],0.793
111,G:HGNC:255,G:HGNC:256,1,"['GTG', 'GMG']",0.999
112,G:HGNC:2288,G:HGNC:2267,1,['GTG'],0.867
113,G:HGNC:30488,G:HGNC:19877,1,['GTG'],0.974
114,G:HGNC:4635,G:HGNC:4634,1,"['GTG', 'GMDMG']",1.0
115,G:HGNC:7455,G:HGNC:7717,1,"['GDpDG', 'GTG']",0.986
116,G:HGNC:4125,G:HGNC:30488,1,"['GTG', 'GMDMG']",0.94
117,G:HGNC:24550,G:HGNC:17843,1,['GMDMG'],0.211
118,G:HGNC:8592,G:HGNC:9410,1,['GPdPG'],0.863
119,G:HGNC:2328,G:HGNC:2329,1,['GTG'],0.971
120,G:HGNC:12513,G:HGNC:13485,1,['GTG'],0.876
121,G:HGNC:9314,G:HGNC:9281,1,"['GTG', 'GMDMG']",0.905
122,G:HGNC:4014,G:HGNC:4017,1,['GTG'],0.985
123,G:HGNC:28526,G:HGNC:8127,1,"['GMDMG', 'GMDpDMG']",0.963
124,G:HGNC:393,G:HGNC:9416,1,"['GTG', 'GMDMG']",0.97
125,G:HGNC:817,G:HGNC:812,1,"['GTG', 'GMDMG']",0.999
126,G:HGNC:4236,G:HGNC:30249,1,"['GTG', 'GMG']",0.997
127,G:HGNC:23242,G:HGNC:19877,1,['GTG'],0.983
128,G:HGNC:10251,G:HGNC:16254,1,"['GTG', 'GMDMG', 'GMDpDMG']",0.942
129,G:HGNC:4131,G:HGNC:4124,1,['GTG'],0.944
130,G:HGNC:5194,G:HGNC:5198,1,"['GTG', 'GMDMG']",0.98
131,G:HGNC:9278,G:HGNC:9287,1,['GTG'],0.729
132,G:HGNC:24948,G:HGNC:14129,1,['GTG'],0.832
133,G:HGNC:4125,G:HGNC:4130,1,['GTG'],0.945
134,G:HGNC:4123,G:HGNC:22946,1,['GTG'],0.956
135,G:HGNC:9314,G:HGNC:9275,1,"['GTG', 'GMDMG', 'GMDpDMG']",0.965
136,G:HGNC:20567,G:HGNC:7852,1,"['GTG', 'GMDMG']",1.0
137,G:HGNC:29149,G:HGNC:9287,1,['GTG'],0.834
138,G:HGNC:13345,G:HGNC:14450,1,"['GTG', 'GMG']",0.997
139,G:HGNC:22316,G:HGNC:17726,1,['GTG'],0.819
140,G:HGNC:2460,G:HGNC:8591,1,['GTG'],0.732
141,G:HGNC:4127,G:HGNC:21531,1,['GTG'],0.988
142,G:HGNC:5209,G:HGNC:29834,1,['GTG'],0.714
143,G:HGNC:17862,G:HGNC:23116,1,['GTG'],0.829
144,G:HGNC:9029,G:HGNC:18555,1,['GTG'],0.925
145,G:HGNC:8590,G:HGNC:9412,1,['GTG'],0.923
146,G:HGNC:9611,G:HGNC:11809,1,['GPdPG'],0.9
147,G:HGNC:9065,G:HGNC:19218,1,['GTG'],0.778
148,G:HGNC:799,G:HGNC:801,1,"['GDpDpDG', 'GTG']",0.997
149,G:HGNC:3391,G:HGNC:2444,1,['GPdPG'],0.87
150,G:HGNC:22140,G:HGNC:6849,1,"['GTG', 'GMDMG']",0.511
151,G:HGNC:18367,G:HGNC:18368,1,['GTG'],0.996
152,G:HGNC:6076,G:HGNC:33882,1,"['GTG', 'GMG']",0.997
153,G:HGNC:7460,G:HGNC:7717,1,['GPdPG'],0.933
154,G:HGNC:4641,G:HGNC:4642,1,['GTG'],0.966
155,G:HGNC:3386,G:HGNC:11809,1,['GTG'],0.916
156,G:HGNC:7708,G:HGNC:7459,1,['GDpDG'],0.988
157,G:HGNC:7458,G:HGNC:7717,1,"['GDpDpDG', 'GTG']",0.992
158,G:HGNC:4637,G:HGNC:33437,1,['GTG'],0.967
159,G:HGNC:2288,G:HGNC:2287,1,['GTG'],0.988
160,G:HGNC:3284,G:HGNC:15997,1,"['GTG', 'GMDpDMG']",0.765
161,G:HGNC:10481,G:HGNC:8031,1,['GTG'],0.914
162,G:HGNC:1459,G:HGNC:13415,1,['GTG'],0.963
163,G:HGNC:16890,G:HGNC:9286,1,['GTG'],0.669
164,G:HGNC:18080,G:HGNC:23317,1,['GTG'],0.99
165,G:HGNC:9304,G:HGNC:9305,1,"['GTG', 'GMG']",0.995
166,G:HGNC:393,G:HGNC:8590,1,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",0.976
167,G:HGNC:9611,G:HGNC:12434,1,"['GTG', 'GMDMG']",0.92
168,G:HGNC:4260,G:HGNC:4251,1,['GTG'],0.975
169,G:HGNC:12434,G:HGNC:2731,1,"['GTG', 'GMG', 'GMDMG']",0.941
170,G:HGNC:9276,G:HGNC:9303,1,['GTG'],0.847
171,G:HGNC:813,G:HGNC:816,1,['GTG'],0.975
172,G:HGNC:21531,G:HGNC:4126,1,['GTG'],0.954
173,G:HGNC:9318,G:HGNC:9307,1,['GTG'],0.949
174,G:HGNC:6863,G:HGNC:9407,1,['GPdPG'],0.963
175,G:HGNC:9302,G:HGNC:9316,1,['GTG'],0.865
176,G:HGNC:29149,G:HGNC:9319,1,"['GTG', 'GMDMG']",1.0
177,G:HGNC:391,G:HGNC:11842,1,"['GDpDpDG', 'GTG']",0.981
178,G:HGNC:14897,G:HGNC:6179,1,['GTG'],0.99
179,G:HGNC:13538,G:HGNC:1985,1,['GPdPG'],0.963
180,G:HGNC:4922,G:HGNC:4923,1,"['GTG', 'GMDMG']",1.0
181,G:HGNC:23242,G:HGNC:19873,1,['GTG'],0.975
182,G:HGNC:4125,G:HGNC:4126,1,"['GTG', 'GMDpDMG']",1.0
183,G:HGNC:1377,G:HGNC:1373,1,['GTG'],0.842
184,G:HGNC:8787,G:HGNC:8794,1,['GPdPG'],0.944
185,G:HGNC:9302,G:HGNC:9315,1,"['GTG', 'GMDMG']",0.87
186,G:HGNC:3763,G:HGNC:11809,1,['GTG'],0.942
187,G:HGNC:8754,G:HGNC:8755,1,['GTG'],0.997
188,G:HGNC:19139,G:HGNC:24137,1,"['GTG', 'GMDMG']",0.834
189,G:HGNC:4627,G:HGNC:4636,1,['GTG'],0.953
190,G:HGNC:13312,G:HGNC:23064,1,"['GTG', 'GMDMG']",1.0
191,G:HGNC:2279,G:HGNC:2288,1,['GTG'],0.779
192,G:HGNC:4131,G:HGNC:19877,1,['GTG'],0.987
193,G:HGNC:8592,G:HGNC:1985,1,"['GTG', 'GMDpDMG']",0.984
194,G:HGNC:409,G:HGNC:411,1,"['GTG', 'GMDMG']",0.962
195,G:HGNC:30040,G:HGNC:17825,1,['GTG'],0.958
196,G:HGNC:29149,G:HGNC:9302,1,['GMDMG'],1.0
197,G:HGNC:6863,G:HGNC:6874,1,['GTG'],0.792
198,G:HGNC:8794,G:HGNC:8793,1,['GTG'],0.986
199,G:HGNC:2730,G:HGNC:3386,1,"['GTG', 'GMDpDMG']",0.985
200,G:HGNC:8956,G:HGNC:33882,1,"['GTG', 'GMG']",0.999
201,G:HGNC:9286,G:HGNC:9299,1,['GTG'],0.186
202,G:HGNC:3391,G:HGNC:8031,1,['GTG'],0.956
203,G:HGNC:3606,G:HGNC:3607,1,['GTG'],0.998
204,G:HGNC:2460,G:HGNC:9381,1,['GTG'],0.778
205,G:HGNC:9276,G:HGNC:30695,1,['GTG'],0.578
206,G:HGNC:4635,G:HGNC:4637,1,['GTG'],0.984
207,G:HGNC:9286,G:HGNC:9314,1,['GTG'],0.38
208,G:HGNC:8592,G:HGNC:392,1,"['GTG', 'GMG', 'GMDMG']",0.907
209,G:HGNC:4637,G:HGNC:7063,1,['GPdPG'],0.917
210,G:HGNC:857,G:HGNC:853,1,['GTG'],0.954
211,G:HGNC:122,G:HGNC:125,1,['GTG'],0.797
212,G:HGNC:2730,G:HGNC:9611,1,['GPdPG'],0.872
213,G:HGNC:7708,G:HGNC:7716,1,"['GDpDG', 'GTG']",1.0
214,G:HGNC:9286,G:HGNC:9319,1,['GTG'],0.569
215,G:HGNC:4127,G:HGNC:30488,1,['GTG'],0.992
216,G:HGNC:33437,G:HGNC:4634,1,"['GTG', 'GMDpDMG']",0.967
217,G:HGNC:9407,G:HGNC:30045,1,['GTG'],0.744
218,G:HGNC:28883,G:HGNC:9226,1,"['GTG', 'GMDMG']",1.0
219,G:HGNC:9381,G:HGNC:13480,1,['GPdPG'],0.947
220,G:HGNC:19139,G:HGNC:16099,1,['GTG'],0.957
221,G:HGNC:3763,G:HGNC:3955,1,"['GTG', 'GMDMG']",0.791
222,G:HGNC:9229,G:HGNC:14450,1,['GTG'],0.709
223,G:HGNC:22140,G:HGNC:9395,1,"['GTG', 'GMDpDMG']",0.692
224,G:HGNC:9061,G:HGNC:29037,1,['GTG'],0.962
225,G:HGNC:24791,G:HGNC:9029,1,['GTG'],0.94
226,G:HGNC:19875,G:HGNC:4130,1,['GTG'],0.965
227,G:HGNC:7458,G:HGNC:7716,1,"['GDpDpDG', 'GTG']",0.993
228,G:HGNC:9276,G:HGNC:9304,1,['GTG'],0.87
229,G:HGNC:24948,G:HGNC:9350,1,['GTG'],0.624
230,G:HGNC:7873,G:HGNC:7876,1,"['GTG', 'GMDMG']",1.0
231,G:HGNC:1470,G:HGNC:1469,1,['GPdPG'],0.963
232,G:HGNC:7455,G:HGNC:7458,1,"['GDpDpDG', 'GTG']",0.999
233,G:HGNC:9639,G:HGNC:24175,1,['GTG'],0.987
234,G:HGNC:17927,G:HGNC:20944,1,['GTG'],0.979
235,G:HGNC:5201,G:HGNC:6938,1,['GTG'],0.687
236,G:HGNC:6833,G:HGNC:6834,1,['GTG'],0.993
237,G:HGNC:28110,G:HGNC:9287,1,['GTG'],0.661
238,G:HGNC:9031,G:HGNC:17934,1,['GTG'],0.971
239,G:HGNC:22140,G:HGNC:1985,1,"['GDpDpDG', 'GTG']",0.914
240,G:HGNC:9381,G:HGNC:9410,1,['GPdPG'],0.962
241,G:HGNC:393,G:HGNC:9402,1,"['GDpDpDG', 'GTG']",0.858
242,G:HGNC:4627,G:HGNC:19662,1,['GTG'],0.987
243,G:HGNC:8590,G:HGNC:392,1,"['GTG', 'GMDpDMG']",0.999
244,G:HGNC:391,G:HGNC:393,1,"['GDpDpDG', 'GTG']",0.905
245,G:HGNC:9229,G:HGNC:9228,1,"['GTG', 'GMDpDMG']",0.999
246,G:HGNC:22140,G:HGNC:8592,1,"['GDpDpDG', 'GTG', 'GMDpDMG']",0.973
247,G:HGNC:13480,G:HGNC:392,1,['GTG'],0.732
248,G:HGNC:3655,G:HGNC:2444,1,['GTG'],0.872
249,G:HGNC:14269,G:HGNC:23364,1,['GTG'],0.961
250,G:HGNC:13534,G:HGNC:13535,1,"['GTG', 'GMDMG']",1.0
251,G:HGNC:30488,G:HGNC:4124,1,"['GTG', 'GMDMG']",0.949
252,G:HGNC:6190,G:HGNC:3955,1,"['GTG', 'GMDpDMG']",0.986
253,G:HGNC:13480,G:HGNC:11399,1,['GPdPG'],0.963
254,G:HGNC:2312,G:HGNC:2313,1,"['GPdPG', 'GTG']",0.97
255,G:HGNC:439,G:HGNC:438,1,['GTG'],0.955
256,G:HGNC:28110,G:HGNC:25415,1,['GTG'],0.942
257,G:HGNC:9316,G:HGNC:28110,1,['GTG'],0.815
258,G:HGNC:9870,G:HGNC:21406,1,"['GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",0.997
259,G:HGNC:24293,G:HGNC:17198,1,"['GTG', 'GMDMG']",0.996
260,G:HGNC:12434,G:HGNC:2444,1,"['GTG', 'GMDpDMG']",0.988
261,G:HGNC:8590,G:HGNC:30045,1,"['GTG', 'GMDpDMG']",0.975
262,G:HGNC:921,G:HGNC:922,1,['GTG'],0.996
263,G:HGNC:13538,G:HGNC:8592,1,['GPdPG'],0.963
264,G:HGNC:4632,G:HGNC:4641,1,['GTG'],0.936
265,G:HGNC:8590,G:HGNC:11399,1,['GPdPG'],0.963
266,G:HGNC:9416,G:HGNC:1985,1,['GPdPG'],0.963
267,G:HGNC:9322,G:HGNC:25415,1,['GTG'],0.767
268,G:HGNC:3002,G:HGNC:23029,1,['GTG'],0.95
269,G:HGNC:29149,G:HGNC:9322,1,['GTG'],0.878
270,G:HGNC:16890,G:HGNC:9276,1,['GTG'],0.826
271,G:HGNC:29037,G:HGNC:29185,1,['GTG'],0.997
272,G:HGNC:17843,G:HGNC:16352,1,['GTG'],0.473
273,G:HGNC:17,G:HGNC:9157,1,['GTG'],0.824
274,G:HGNC:1118,G:HGNC:1667,1,['GTG'],0.998
275,G:HGNC:20785,G:HGNC:9316,1,['GTG'],0.612
276,G:HGNC:10251,G:HGNC:2933,1,"['GTG', 'GMDpDMG']",0.987
277,G:HGNC:18133,G:HGNC:30045,1,"['GTG', 'GMG']",0.957
278,G:HGNC:8590,G:HGNC:9410,1,['GPdPG'],0.863
279,G:HGNC:4878,G:HGNC:4879,1,['GTG'],0.998
280,G:HGNC:2678,G:HGNC:25538,1,"['GDpDG', 'GTG', 'GMDMG']",0.999
281,G:HGNC:9314,G:HGNC:9319,1,"['GTG', 'GMDMG', 'GMDpDMG']",0.932
282,G:HGNC:10251,G:HGNC:11399,1,['GTG'],0.564
283,G:HGNC:14585,G:HGNC:1463,1,['GTG'],0.952
284,G:HGNC:4131,G:HGNC:19875,1,['GTG'],0.955
285,G:HGNC:16381,G:HGNC:9306,1,['GTG'],0.711
286,G:HGNC:6190,G:HGNC:8031,1,['GPdPG'],0.683
287,G:HGNC:2460,G:HGNC:6849,1,['GTG'],0.555
288,G:HGNC:22140,G:HGNC:10251,1,"['GTG', 'GMDpDMG']",0.766
289,G:HGNC:10251,G:HGNC:9403,1,"['GTG', 'GMDMG']",0.838
290,G:HGNC:9316,G:HGNC:9305,1,['GTG'],0.859
291,G:HGNC:8646,G:HGNC:24474,1,['GTG'],0.998
292,G:HGNC:9318,G:HGNC:25415,1,['GTG'],0.807
293,G:HGNC:2460,G:HGNC:2933,1,['GTG'],0.66
294,G:HGNC:20785,G:HGNC:9306,1,['GTG'],0.812
295,G:HGNC:13538,G:HGNC:9395,1,['GTG'],0.748
296,G:HGNC:9276,G:HGNC:9319,1,"['GTG', 'GMG']",0.975
297,G:HGNC:30040,G:HGNC:9029,1,['GTG'],0.98
298,G:HGNC:4250,G:HGNC:4251,1,['GTG'],0.992
299,G:HGNC:549,G:HGNC:550,1,['GTG'],0.998
300,G:HGNC:11503,G:HGNC:8108,1,"['GTG', 'GMDpDMG']",0.991
301,G:HGNC:28569,G:HGNC:30541,1,['GTG'],0.696
302,G:HGNC:811,G:HGNC:817,1,['GTG'],0.871
303,G:HGNC:22140,G:HGNC:2933,1,"['GTG', 'GMDpDMG']",0.96
304,G:HGNC:24791,G:HGNC:9038,1,['GTG'],0.951
305,G:HGNC:9410,G:HGNC:9380,1,['GPdPG'],0.72
306,G:HGNC:3763,G:HGNC:6524,1,"['GPdPG', 'GTG']",0.735
307,G:HGNC:33437,G:HGNC:4629,1,['GTG'],0.967
308,G:HGNC:251,G:HGNC:250,1,['GTG'],0.997
309,G:HGNC:9407,G:HGNC:9395,1,['GTG'],0.966
310,G:HGNC:7462,G:HGNC:7710,1,"['GDpDG', 'GDpDpDG']",0.996
311,G:HGNC:6535,G:HGNC:6544,1,['GTG'],0.965
312,G:HGNC:49151,G:HGNC:363,1,['GTG'],0.907
313,G:HGNC:1459,G:HGNC:19341,1,['GTG'],0.975
314,G:HGNC:20567,G:HGNC:20461,1,['GTG'],0.988
315,G:HGNC:21144,G:HGNC:18144,1,['GTG'],0.989
316,G:HGNC:9276,G:HGNC:9286,1,['GTG'],0.572
317,G:HGNC:29037,G:HGNC:17175,1,['GTG'],0.949
318,G:HGNC:13533,G:HGNC:13540,1,"['GTG', 'GMDMG']",0.994
319,G:HGNC:16381,G:HGNC:9303,1,['GTG'],0.908
320,G:HGNC:855,G:HGNC:856,1,['GTG'],0.963
321,G:HGNC:6524,G:HGNC:3657,1,['GTG'],0.818
322,G:HGNC:10481,G:HGNC:9618,1,"['GTG', 'GMG', 'GMDMG']",0.997
323,G:HGNC:9402,G:HGNC:30045,1,['GTG'],0.801
324,G:HGNC:16890,G:HGNC:9318,1,['GTG'],0.762
325,G:HGNC:6190,G:HGNC:2444,1,['GTG'],0.956
326,G:HGNC:7460,G:HGNC:7461,1,['GDpDG'],0.958
327,G:HGNC:1133,G:HGNC:6190,1,['GTG'],0.945
328,G:HGNC:9204,G:HGNC:9205,1,['GTG'],0.975
329,G:HGNC:6524,G:HGNC:3955,1,['GTG'],0.975
330,G:HGNC:8787,G:HGNC:8786,1,['GTG'],0.992
331,G:HGNC:4627,G:HGNC:16906,1,['GTG'],0.969
332,G:HGNC:1459,G:HGNC:1461,1,['GTG'],0.968
333,G:HGNC:4641,G:HGNC:4634,1,['GTG'],0.97
334,G:HGNC:8592,G:HGNC:13480,1,"['GPdPG', 'GMG']",0.993
335,G:HGNC:16381,G:HGNC:25415,1,['GTG'],0.955
336,G:HGNC:19342,G:HGNC:23317,1,['GTG'],0.893
337,G:HGNC:21531,G:HGNC:23233,1,['GTG'],0.971
338,G:HGNC:9410,G:HGNC:10251,1,['GTG'],0.731
339,G:HGNC:3391,G:HGNC:3955,1,['GPdPG'],0.86
340,G:HGNC:28157,G:HGNC:27168,1,['GTG'],0.978
341,G:HGNC:17819,G:HGNC:17820,1,"['GTG', 'GMDpDMG']",0.997
342,G:HGNC:30040,G:HGNC:9036,1,['GTG'],0.959
343,G:HGNC:4925,G:HGNC:4923,1,['GTG'],0.991
344,G:HGNC:2279,G:HGNC:2280,1,['GTG'],0.91
345,G:HGNC:11455,G:HGNC:11454,1,['GTG'],0.975
346,G:HGNC:3391,G:HGNC:12434,1,['GPdPG'],0.963
347,G:HGNC:8784,G:HGNC:8793,1,"['GPdPG', 'GTG']",0.917
348,G:HGNC:21474,G:HGNC:11504,1,"['GTG', 'GMDMG']",1.0
349,G:HGNC:16381,G:HGNC:9315,1,"['GMDMG', 'GMDpDMG']",0.869
350,G:HGNC:13480,G:HGNC:9412,1,['GTG'],0.664
351,G:HGNC:9031,G:HGNC:24791,1,['GTG'],0.951
352,G:HGNC:362,G:HGNC:33814,1,['GTG'],0.738
353,G:HGNC:14180,G:HGNC:30167,1,['GTG'],0.997
354,G:HGNC:813,G:HGNC:812,1,['GTG'],0.982
355,G:HGNC:2972,G:HGNC:2973,1,"['GDpDpDG', 'GTG']",0.951
356,G:HGNC:9288,G:HGNC:9304,1,"['GMDMG', 'GMDpDMG']",0.996
357,G:HGNC:8592,G:HGNC:9416,1,['GPdPG'],0.963
358,G:HGNC:19662,G:HGNC:4641,1,['GTG'],0.976
359,G:HGNC:9611,G:HGNC:3657,1,['GTG'],0.942
360,G:HGNC:2285,G:HGNC:2277,1,['GTG'],0.976
361,G:HGNC:13536,G:HGNC:13552,1,['GTG'],0.984
362,G:HGNC:2460,G:HGNC:9403,1,['GTG'],0.839
363,G:HGNC:9299,G:HGNC:18583,1,"['GTG', 'GMDMG']",0.938
364,G:HGNC:19662,G:HGNC:16906,1,['GTG'],0.93
365,G:HGNC:9302,G:HGNC:18583,1,"['GTG', 'GMDMG', 'GMDpDMG']",0.96
366,G:HGNC:29037,G:HGNC:19218,1,['GTG'],0.927
367,G:HGNC:7448,G:HGNC:7450,1,['GTG'],0.974
368,G:HGNC:2294,G:HGNC:2292,1,"['GTG', 'GMDMG']",0.999
369,G:HGNC:226,G:HGNC:227,1,['GTG'],0.992
