"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"17","NM_025239","NM_005739","HGNC:18731","HGNC:9878","0.414","1","0.35","0.213","0.156","0.067","0.218","1","0.433",0
"18","NM_022046","NM_001001959","HGNC:6362","HGNC:14998","0","0.682","0","0","0.172","0","0.256","0.295","0.2",0
"19","NM_014509","NM_000891","HGNC:29446","HGNC:6263","0","0","0","0","0","0","0.323","0.418","0.21",0
"20","NM_001144989","NM_178844","HGNC:33258","HGNC:29889","0","0","0","0","0","0","0","0","0.383",0
"21","NM_001788","NM_005990","HGNC:1717","HGNC:11388","0.236","0.478","0.649","0.109","0.149","0.121","0.226","0.459","0.743",0
"22","NM_001010977","NM_021220","HGNC:33717","HGNC:15804","0.321","1","0","0.107","0.12","0","0.205","1","0.174",0
"23","NM_025149","NM_173542","HGNC:26101","HGNC:27283","0","0.216","0","0","0.07","0","0","0.152","0",0
"24","NM_033260","NM_006299","HGNC:20951","HGNC:12984","0","0","1","0","0","0.205","0","0","1",0
"25","NM_014339","NM_030813","HGNC:5985","HGNC:30664","0.359","0","1","0.123","0","0.067","0.275","0.308","0.675",0
"26","NM_023927","NM_006142","HGNC:24911","HGNC:10773","0","0.271","0.717","0","0.091","0.119","0","0.469","0.8",0
"27","NM_182488","NR_002734","HGNC:20485","HGNC:13422","0","0","0","0","0","0","0","0","0",0
"28","NM_006238","NM_001178","HGNC:9235","HGNC:701","0.548","0.737","0.699","0.219","0.132","0.173","0.478","0.802","0.771",0
"29","NM_015127","NM_001042702","HGNC:29675","HGNC:29502","0","0","0","0","0","0","0","0","0",0
"30","NM_001927","NM_207309","HGNC:2770","HGNC:28082","0","0","0","0","0","0","0","0","0",0
"31","NM_001001394","NM_005630","HGNC:32397","HGNC:10955","0","0","0","0","0","0","0","0","0",0
"32","NM_015442","NM_022913","HGNC:23817","HGNC:29520","0","0.655","1","0","0.103","0.067","0","0.676","1",0
"33","NM_173483","NR_000024","HGNC:26820","HGNC:10186","0","0","0","0","0","0","0","0","0",0
"34","NG_001336","NM_001062","HGNC:12278","HGNC:11652","0","0","0","0","0","0","0","0","0",0
"35","NM_001039792","NM_000144","HGNC:33872","HGNC:3951","0","0","0","0","0","0","0","0","0",0
"36","NM_005487","NM_004132","HGNC:5003","HGNC:4798","0","0","0","0","0","0","0.08","0.127","0",0
"37","NM_001040429","NM_174928","HGNC:14267","HGNC:27351","0","0","0","0","0","0","0","0","0.181",0
"38","NR_146152","NM_001548","HGNC:53523","HGNC:5407","0","0","0","0","0","0","0","0","0",0
"39","NM_080752","NM_130900","HGNC:16157","HGNC:16798","0","0","0","0","0","0","0","0","0",0
"40","NM_001077711","NM_057175","HGNC:33864","HGNC:30782","0.071","1","0","0.028","0.175","0","0.148","1","0",0
"41","NM_014279","NR_002962","HGNC:17187","HGNC:32613","0","0","0","0","0","0","0","0","0",0
"42","NM_003579","NM_005260","HGNC:9826","HGNC:4224","0.37","0","0","0.162","0","0","0.257","0","0",0
"43","NM_058202, NM_058200, NM_058201, NM_016512, NM_058203, NM_058206, NM_058207","NM_006357","HGNC:14534","HGNC:12479","0","0","0","0","0","0","0","0","0",0
"44","NM_198461","NM_030811","HGNC:24788","HGNC:14045","0","0","0","0","0","0","0","0","0",0
"45","NM_006618","NM_004359","HGNC:18039","HGNC:1734","0.348","0.953","0.294","0.145","0.163","0.069","0.342","0.978","0.404",0
"46","NM_133259","NM_020998","HGNC:15714","HGNC:7380","0.046","0","0.525","0.028","0","0.105","0.122","0.197","0.653",0
"47","NM_001290693","NR_160886","HGNC:38606","HGNC:28305","0","0","0","0","0","0","0","0","0",0
"48","NM_015229","NM_003759","HGNC:29094","HGNC:11030","0.192","0.139","0.124","0.107","0.016","0.03","0.155","0.425","0.298",0
"49","NM_153266","NM_178351","HGNC:28497","HGNC:29464","0","0","0","0","0","0","0","0","0",0
"50","NM_032732","NM_001005196","HGNC:18358","HGNC:8473","0","1","0","0","0.156","0","0","1","0",0
"51","NM_016581","NM_001355292","HGNC:29548","HGNC:15024","0","0.372","0","0","0.098","0","0","0.425","0",0
"52","NM_138999","NM_023080","HGNC:13823","HGNC:26104","0","0","0","0","0","0","0","0","0",0
"53","NR_002977","NR_145717","HGNC:32638","HGNC:52190","0","0","0","0","0","0","0","0","0",0
"54","NM_001099334","NR_030615","HGNC:34352","HGNC:33660","0","0","0","0","0","0","0","0","0",0
"55","NM_006458","NM_152641","HGNC:10064","HGNC:18037","0","0.276","0.571","0","0.036","0.051","0.14","0.425","0.757",0
"56","NR_002440","NM_001146341","HGNC:32712","HGNC:33888","0","0","0","0","0","0","0","0","0",0
"57","NM_153686","NM_020761","HGNC:30776","HGNC:30287","0","0","0.26","0","0","0.04","0","0","0.496",0
"58","NM_014900","NM_032772","HGNC:23571","HGNC:23589","0","0","0","0","0","0","0","0","0",0
"59","NM_001013579","NM_001372","HGNC:23252","HGNC:2953","0","0.259","0","0","0.097","0","0","0.428","0",0
"60","NM_018131","NR_030288","HGNC:1161","HGNC:32818","0","0","0","0","0","0","0","0","0",0
"61","NM_005305","NM_145071","HGNC:4500","HGNC:1984","0.545","0.07","0","0.148","0.016","0","0.86","0.207","0.238",0
"62","NM_001012755","NM_015307","HGNC:31894","HGNC:29075","0","0","0","0","0","0","0","0","0",0
"63","NM_000526","NM_021138","HGNC:6416","HGNC:12032","0.247","0.423","0.321","0.125","0.084","0.052","0.234","0.514","0.62",0
"64","NM_181785","NM_030567","HGNC:27501","HGNC:28130","0","0","0","0","0","0","0.16","0.089","0.477",0
"65","NM_001154","NM_021213","HGNC:543","HGNC:8752","0.221","1","0.557","0.098","0.175","0.159","0.224","1","0.592",0
"66","NM_134441","NM_021094","HGNC:10027","HGNC:10956","0","0","0","0","0","0","0.08","0.235","0",0
"67","NM_022776","NM_012431","HGNC:16397","HGNC:10727","0.225","0","0","0.116","0","0","0.268","0.125","0",0
"68","NM_001008393","NR_030352","HGNC:27320","HGNC:32877","0","0","0","0","0","0","0","0","0",0
"69","NM_002426","NM_017662","HGNC:7158","HGNC:17995","0.169","0.139","0.17","0.079","0.016","0.03","0.161","0.425","0.621",0
"70","NM_031440","NM_001009984","HGNC:15572","HGNC:17721","0","0","1","0","0","0.067","0.146","0.314","1",0
"71","NM_024646","NM_182758","HGNC:25820","HGNC:26790","0","0","0","0","0","0","0","0","0",0
"72","NM_012375","NM_182556","HGNC:8318","HGNC:27442","0","0","0","0","0","0","0","0","0",0
"73","NM_001105576","NM_032961","HGNC:32960","HGNC:13404","0","0","0","0","0","0","0","0","0",0
"74","NM_033415","NM_005158","HGNC:25049","HGNC:77","0","1","0","0","0.175","0","0","1","0",0
"75","NM_030953","NM_001320473","HGNC:18332","HGNC:27407","0","0","0","0","0","0","0","0","0",0
"76","NM_002773","NR_029886","HGNC:9491","HGNC:31771","0","0","0","0","0","0","0","0","0",0
"77","NM_194283","NM_145251","HGNC:27030","HGNC:11447","0.062","0.307","0.471","0.028","0.079","0.046","0.128","0.508","0.64",0
"78","NM_001145712","NM_024039","HGNC:44164","HGNC:24967","0.161","1","0","0.088","0.12","0","0.246","1","0",0
"79","NR_003352.1","NM_005900","HGNC:33056","HGNC:6767","0","0","0","0","0","0","0","0","0",0
"80","NM_019023","NR_104604","HGNC:25557","HGNC:32484","0.493","1","0","0.29","0.175","0","0.625","1","0",0
"81","NM_001013735","NM_152588","HGNC:23315","HGNC:25440","0","0","0","0","0","0","0","0","0.214",0
"82","NM_013274","NM_018890","HGNC:9184","HGNC:9801","0.228","0.224","0.223","0.106","0.055","0.079","0.182","0.331","0.261",0
"83","NM_002306","NM_153746","HGNC:6563","HGNC:20341","0.289","0.512","0","0.185","0.16","0","0.255","0.704","0.205",0
"84","NM_015666","NR_030381","HGNC:16239","HGNC:32908","0","0","0","0","0","0","0","0.083","0",0
"85","NM_016044","NR_003521","HGNC:24252","HGNC:27892","0","0","0","0","0","0","0","0","0",0
"86","NM_153333","NM_001004756","HGNC:28683","HGNC:14847","0","0","0","0","0","0","0","0","0",0
"87","NM_004185","NM_014476","HGNC:12781","HGNC:20767","0","0","0","0","0","0","0","0","0",0
"88","NM_032778","NM_007098","HGNC:19441","HGNC:2093","0","0.39","0.416","0","0.1","0.067","0","0.571","0.815",0
"89","NM_025083","NM_000559","HGNC:26114","HGNC:4831","0.11","1","0","0.055","0.175","0","0.031","1","0",0
"90","NM_032494","NM_001762","HGNC:30941","HGNC:1620","0.28","0.306","0.601","0.16","0.107","0.107","0.256","0.428","0.728",0
"91","NM_033105","NR_000024","HGNC:24138","HGNC:10186","0","0","0","0","0","0","0","0","0",0
"92","NM_152857","NR_036581","HGNC:16846","HGNC:44356","0","0","0","0","0","0","0","0","0",0
"93","NM_001082","NM_182830","HGNC:2645","HGNC:19835","0.23","0.308","0","0.111","0.074","0","0.188","0.413","0",0
"94","NM_145060","NM_005359","HGNC:28109","HGNC:6770","0.153","0.571","0.243","0.075","0.186","0.036","0.193","0.651","0.447",0
"95","NM_018072","NM_002704","HGNC:25517","HGNC:9240","0.094","0.275","0.548","0.044","0.107","0.041","0.086","0.49","0.62",0
"96","NM_022751","NM_203311","HGNC:26136","HGNC:26237","0.411","0","0","0.183","0","0","0.289","0","0",0
"97","NM_001010895","NM_002866","HGNC:26922","HGNC:9777","0.119","0.266","0.344","0.061","0.068","0.067","0.156","0.454","0.602",0
"98","NM_173362","NM_014159","HGNC:29587","HGNC:18420","0","0","1","0","0","0.067","0","0","1",0
"99","NM_020307","NG_000834","HGNC:20569","HGNC:5733","0","0","0","0","0","0","0","0","0",0
"100","NM_001005473","NM_015138","HGNC:31822","HGNC:28996","0","0","0","0","0","0","0","0","0",0
"101","NM_004477","NM_175900","HGNC:3954","HGNC:26649","0","0","0","0","0","0","0","0","0",0
"102","NM_000516","NM_018300","HGNC:4392","HGNC:13158","0","0","0.5","0","0","0.034","0","0","0.593",0
"103","NM_080596","NM_022821","HGNC:13671","HGNC:14418","0","0.266","0","0","0.07","0","0.127","0.207","0.477",0
"104","NG_000002","NM_001001722","HGNC:5879","HGNC:23921","0","0","0","0","0","0","0","0","0",0
"105","NR_027291","NM_005512","HGNC:31706","HGNC:4161","0","0","0","0","0","0","0","0","0",0
"106","NM_016544","NM_025010","HGNC:30290","HGNC:29120","0","0","1","0","0","0.067","0","0","1",0
"107","NM_016033","NM_207308","HGNC:24285","HGNC:29915","0","0","0","0","0","0","0","0","0",0
"108","NM_006756","NM_014495","HGNC:11612","HGNC:491","0.15","0.042","0.262","0.057","0.012","0.067","0.17","0.238","0.69",0
"109","NM_012309","NM_006682","HGNC:14295","HGNC:3696","0.07","0.125","0.577","0.028","0.057","0.328","0.137","0.263","0.351",0
"110","NM_014724","NM_001098622","HGNC:13172","HGNC:22048","0","0","0.548","0","0","0.041","0","0","0.645",0
"111","NM_005068","NM_014035","HGNC:10882","HGNC:21533","0","0","0","0","0","0","0","0","0",0
"112","NG_000833","NM_152581","HGNC:5797","HGNC:28381","0","0","0","0","0","0","0","0","0",0
"113","NM_198457","NM_016483","HGNC:30951","HGNC:18458","0","0","0","0","0","0","0","0","0.214",0
"114","NR_028371","NM_003292","HGNC:37128","HGNC:12017","0","0","0","0","0","0","0","0","0",0
"115","NM_018904","NM_138343","HGNC:8667","HGNC:21624","0","0","0","0","0","0","0","0","0",0
"116","NM_012310","NM_001037500","HGNC:13339","HGNC:18104","0","0","0","0","0","0","0","0","0",0
"117","NM_023942","NM_001198954.1","HGNC:21704","HGNC:38847","0","0","0","0","0","0","0","0","0",0
"118","NM_016458","NM_001017928","HGNC:24161","HGNC:31136","0","0","0","0","0","0","0","0","0",0
"119","NM_152436","NM_022437","HGNC:28592","HGNC:13887","0","0","0","0","0","0","0","0","0",0
"120","NM_201634","NR_037513","HGNC:11639","HGNC:38992","0","0","0","0","0","0","0","0","0",0
"121","NM_002025","NM_014688","HGNC:3776","HGNC:16858","0.146","0.239","0.054","0.076","0.097","0.03","0.281","0.364","0.145",0
"122","NM_024866","NM_002547","HGNC:28898","HGNC:8148","0.389","0","0.095","0.16","0","0.03","0.361","0.191","0.379",0
"123","NM_198490","NR_023376","HGNC:19983","HGNC:34375","0","0","0","0","0","0","0","0","0",0
"124","NM_007242","NM_031965","HGNC:2742","HGNC:19682","0.559","0.21","1","0.399","0.049","0.067","0.137","0.177","1",0
"125","NM_000479","NM_006507","HGNC:464","HGNC:9952","0","0.847","0","0","0.201","0","0","0.296","0",0
"126","NM_015079","NM_001252100","HGNC:29183","HGNC:29442","0","0","0","0","0","0","0","0","0",0
"127","NM_003447","NM_022725","HGNC:12953","HGNC:3587","0","0","1","0","0","0.067","0","0","0.715",0
"128","NM_173475","NM_021252","HGNC:28734","HGNC:14244","0.178","0.531","1","0.084","0.112","0.067","0.198","0.674","0.576",0
"129","NM_173853","NM_133465","HGNC:28943","HGNC:23427","0","0","0","0","0","0","0","0","0",0
"130","NM_000217","NM_152653","HGNC:6218","HGNC:12478","0.117","0","0.222","0.056","0","0.015","0.154","0","0.281",0
"131","NM_018067","NM_001199579","HGNC:25514","HGNC:14210","0","0.18","0","0","0.056","0","0","0.33","0",0
"132","NM_138378","NM_018846","HGNC:25110","HGNC:15646","0","0","1","0","0","0.067","0","0","1",0
"133","NM_033377","NM_012121","HGNC:16721","HGNC:17147","0","0","0.229","0","0","0.067","0","0","0.69",0
"134","NM_020895","NM_000966","HGNC:29305","HGNC:9866","0.599","0.361","0.427","0.328","0.122","0.07","0.372","0.381","0.453",0
"135","NM_014400","NM_001034077","HGNC:24880","HGNC:29607","0","0.44","0","0","0.091","0","0","0.429","0",0
"136","NM_013264","NM_003687","HGNC:18698","HGNC:16501","0.063","0.453","0.104","0.028","0.1","0.025","0.089","0.606","0.109",0
"137","NM_001137549","NM_032423","HGNC:23590","HGNC:29384","0","0","0","0","0","0","0","0","0",0
"138","NR_030218","NM_006615","HGNC:32128","HGNC:1486","0","0","0","0","0","0","0","1","0",0
"139","NM_025065","NG_001332","HGNC:30350","HGNC:12109","0","0","0","0","0","0","0","0","0",0
"140","NM_002175","NM_139246","HGNC:5424","HGNC:30087","0","0","0.281","0","0","0.067","0.157","0.643","0.69",0
"141","NM_015080","NM_014761","HGNC:8009","HGNC:28977","0.359","0.135","0.318","0.171","0.016","0.109","0.332","0.53","0.584",0
"142","NM_018842","NM_138402","HGNC:21649","HGNC:25105","0","0","0","0","0","0","0","0","0.214",0
"143","NM_001025081","NM_003604","HGNC:6925","HGNC:6128","0.647","0.066","0.631","0.148","0.016","0.067","0.6","0.53","0.842",0
"144","NM_006519","NM_014602","HGNC:11697","HGNC:8982","0.257","0.456","0.604","0.13","0.189","0.051","0.206","0.533","0.739",0
"145","NM_001193630","NG_010642","HGNC:32284","HGNC:36075","0","0","0","0","0","0","0","0","0",0
"146","NM_018265","NM_024755","HGNC:25599","HGNC:20709","0","0.604","0.192","0","0.099","0.03","0","0.587","0.367",0
"147","NM_024718","NM_006099","HGNC:24703","HGNC:16861","0","0.79","0.48","0","0.12","0.05","0","0.661","0.66",0
"148","NM_001351005","NM_017445","HGNC:26737","HGNC:4762","0","0","0","0","0","0","0","0","0",0
"149","NM_015722","NR_104086","HGNC:17938","HGNC:48324","0","0","0","0","0","0","0","0","0",0
"150","NM_006189","NM_152356","HGNC:8136","HGNC:23706","0","0","0","0","0","0","0","0","0",0
"151","NM_004058","NM_016642","HGNC:1487","HGNC:15680","0.828","0.175","0","0.219","0.07","0","0.626","0.34","0",0
"152","NM_006777","NM_032120","HGNC:16682","HGNC:21785","0","1","0","0","0.184","0","0","1","0",0
"153","NM_014329","NR_029607","HGNC:17157","HGNC:31640","0.52","0","0.091","0.265","0","0.03","0.102","0.305","0.276",0
"154","NM_019023","NM_001352","HGNC:25557","HGNC:2697","0.36","0","0.022","0.147","0","0.008","0.266","0","0.121",0
"155","NG_000834","NM_052839","HGNC:5744","HGNC:8600","0","0","0","0","0","0","0","0","0",0
"156","NM_020122","NM_173857","HGNC:20589","HGNC:19871","0","0","0","0","0","0","0","0","0",0
"157","NM_152405","NM_020632","HGNC:28916","HGNC:866","0.217","0.228","0.561","0.114","0.061","0.051","0.199","0.481","0.718",0
"158","NM_016332","NM_005868","HGNC:14133","HGNC:14562","0.243","0.25","1","0.117","0.071","0.067","0.193","0.512","1",0
"159","NM_052888","NR_004398","HGNC:29070","HGNC:10240","0","0","0","0","0","0","0","0","0",0
"160","NM_152272","NM_145046","HGNC:28439","HGNC:20407","0","0.552","0","0","0.187","0","0.289","0.644","0",0
"161","NM_005943","NM_004815","HGNC:7190","HGNC:30207","0.052","0.597","0","0.028","0.093","0","0.048","0.696","0",0
"162","NM_153045","NM_001001872","HGNC:24513","HGNC:19846","0","0","0","0","0","0","0","0","0",0
"163","NM_019845","NM_005421","HGNC:24201","HGNC:11557","0","0","1","0","0","0.067","0","0","1",0
"164","NM_152393","NM_198969","HGNC:30372","HGNC:307","0.304","0.365","0","0.131","0.036","0","0.224","0.506","0",0
"165","NM_032312","NM_206866","HGNC:28145","HGNC:935","0","0.523","1","0","0.077","0.067","0","0.684","1",0
"166","NM_002137","NM_015313","HGNC:5033","HGNC:14193","0.162","0.442","0.326","0.071","0.09","0.042","0.197","0.575","0.493",0
"167","NM_001986","NM_007294","HGNC:3493","HGNC:1100","1","0.424","0.445","0.317","0.11","0.094","1","0.548","0.549",0
"168","NM_001348129","NM_001207020","HGNC:50713","HGNC:18351","0","0","0","0","0","0","0","0","0",0
"169","NM_022465","NM_057168","HGNC:13179","HGNC:16267","0.233","0.17","0","0.077","0.021","0","0.123","0.423","0",0
"170","NM_001884","NM_012274","HGNC:2380","HGNC:18417","0","0","0","0","0","0","0","0","0.214",0
"171","NM_182507","NM_014797","HGNC:27056","HGNC:21143","0","0","1","0","0","0.067","0","0","1",0
"172","NM_018652","NM_004392","HGNC:32205","HGNC:2663","0","0","0","0","0","0","0","0","0",0
"173","NR_003003","NM_006443","HGNC:32574","HGNC:21218","0","0","0","0","0","0","0","0","0",0
"174","NR_002212","NM_001796","HGNC:18012","HGNC:1767","0","0","0","0","0","0","0","0","0",0
"175","NM_031310","NR_003342.1","HGNC:13635","HGNC:33044","0","0","0","0","0","0","0","0","0",0
"176","NM_001285","NM_020710","HGNC:2015","HGNC:29207","0","0","0","0","0","0","0","0","0.083",0
"177","NG_000002","NM_012138","HGNC:5897","HGNC:19235","0","0","0","0","0","0","0","0","0",0
"178","NM_007168","NM_001001670","HGNC:38","HGNC:37283","0","0","0","0","0","0","0","0","0",0
"179","NM_002218","NM_024330","HGNC:6169","HGNC:10997","0","0.157","0","0","0.065","0","0","0.344","0",0
"180","NM_001042575","NM_001037732","HGNC:30846","HGNC:18106","0","0","0","0","0","0","0.107","0","0",0
"181","NM_002078","NM_182542","HGNC:4427","HGNC:26523","0","0","0","0","0","0","0","0","0",0
"182","NM_144967","NM_032433","HGNC:26388","HGNC:15624","0","0","0","0","0","0","0","0","0",0
"183","NM_172138","NM_020154","HGNC:18364","HGNC:24301","0","0","0","0","0","0","0.289","0.255","0",0
"184","NM_001199103.1","NM_000319","HGNC:38831","HGNC:9719","0","0","0","0","0","0","0","0","0",0
"185","NM_032898","NM_005631","HGNC:28209","HGNC:11119","0.024","0.44","1","0.011","0.155","0.067","0.182","0.522","1",0
"186","NM_006220","NM_033282","HGNC:8985","HGNC:14449","0","0.162","0.076","0","0.07","0.03","0","0.211","0.283",0
"187","NM_001003665","NM_001333","HGNC:30491","HGNC:2538","0","0","0","0","0","0","0","0","0",0
"188","NM_012339","NM_020364","HGNC:23298","HGNC:15965","0","0","1","0","0","0.067","0","0.235","1",0
"189","NM_015199","NM_005462","HGNC:29024","HGNC:6812","0","0","1","0","0","0.067","0","0","1",0
"190","NM_022762","NM_022484","HGNC:26181","HGNC:25826","0","0.329","0","0","0.091","0","0","0.464","0",0
"191","NM_003068","NM_194272","HGNC:11094","HGNC:19098","0.382","0.365","0.464","0.224","0.036","0.098","0.346","0.506","0.516",0
"192","NM_024037","NM_001044305","HGNC:28363","HGNC:19651","0","0","0","0","0","0","0","0","0",0
"193","NM_012276","NM_013335","HGNC:15503","HGNC:22923","0","0","1","0","0","0.067","0","0.054","1",0
"194","NM_003383","NM_014737","HGNC:12698","HGNC:9883","0.278","0.539","0.26","0.117","0.123","0.034","0.212","0.559","0.499",0
"195","NR_003613","NM_018366","HGNC:9123","HGNC:24206","0","0","0","0","0","0","0","0","0",0
"196","NM_013943","NR_002147","HGNC:13518","HGNC:31038","0","0","0","0","0","0","0","0","0",0
"197","NM_174917","NM_003637","HGNC:27288","HGNC:6135","0.053","0.059","0","0.024","0.016","0","0.188","0.198","0.099",0
"198","NM_016122","NM_015107","HGNC:17966","HGNC:20672","0.209","0.401","1","0.104","0.12","0.067","0.174","0.519","0.47",0
"199","NM_019079","NM_206918","HGNC:25595","HGNC:20113","0","0","0","0","0","0","0","0","0.214",0
"200","NM_017868","NM_005293","HGNC:23700","HGNC:4475","0","0.067","0","0","0.016","0","0","0.229","0",0
"201","NM_014736","NM_031941","HGNC:28961","HGNC:24058","0","0","0.598","0","0","0.058","0","0","0.793",0
"202","NM_022135","NM_018098","HGNC:17648","HGNC:3155","0.467","0.136","0","0.196","0.051","0","0.142","0.282","0.477",0
"203","NM_001142447","NM_001080475","HGNC:808","HGNC:34006","0.078","0.349","0","0.028","0.106","0","0.043","0.452","0",0
"204","NM_017771","NR_000006","HGNC:23326","HGNC:10144","0","0","0","0","0","0","0","0","0",0
"205","NM_014384","NM_001011699","HGNC:87","HGNC:30532","0.058","0.333","0","0.028","0.097","0","0.148","0.453","0",0
"206","NM_018664","NM_030647","HGNC:28915","HGNC:22224","0.263","0","0.06","0.128","0","0.016","0.247","0","0.251",0
"207","NM_001004747","NM_000362","HGNC:15297","HGNC:11822","0","0.118","0","0","0.016","0","0","0.305","0",0
"208","NM_024613","NM_001872","HGNC:20757","HGNC:2300","0","0.571","0","0","0.186","0","0","0.335","0",0
"209","NM_181885","NM_016019","HGNC:14666","HGNC:21608","0","0.062","1","0","0.016","0.067","0","0.227","1",0
"210","NM_001040451","NM_144583","HGNC:19760","HGNC:18264","0.293","0.613","0.392","0.124","0.164","0.067","0.191","0.587","0.815",0
"211","NM_032765","NM_007138","HGNC:19024","HGNC:13165","0","0","0","0","0","0","0","0","0",0
"212","NM_175066","NM_152665","HGNC:20082","HGNC:26882","0","0","0.192","0","0","0.03","0","0","0.367",0
"213","NM_080390","NM_015978","HGNC:29818","HGNC:19661","0","0","0","0","0","0","0","0","0",0
"214","NM_012242","NM_001031","HGNC:2891","HGNC:10418","0.285","0.454","0.433","0.144","0.155","0.062","0.161","0.386","0.713",0
"215","NM_203288","NM_001074","HGNC:10288","HGNC:12554","0.234","0","0","0.099","0","0","0.252","0.191","0.14",0
"216","NM_001037666","NM_004163","HGNC:34423","HGNC:9767","0.072","0.183","0.457","0.041","0.062","0.113","0.094","0.326","0.579",0
"217","NM_152286","NM_144620","HGNC:24768","HGNC:28228","0","0","0","0","0","0","0","0","0",0
"218","NM_005618","NM_014887","HGNC:2908","HGNC:26916","0.366","0.23","0.476","0.206","0.052","0.056","0.305","0.237","0.693",0
"219","NR_003005","NM_019903","HGNC:32560","HGNC:245","0","0","0","0","0","0","0","0","0",0
"220","NM_030920","NM_033198","HGNC:16673","HGNC:14937","0.043","0.332","0.141","0.028","0.14","0.034","0.045","0.382","0.49",0
"221","NM_001037663","NM_006530","HGNC:3208","HGNC:24859","0.462","0.332","0.442","0.182","0.115","0.077","0.348","0.438","0.645",0
"222","NM_012454","NG_001332","HGNC:11806","HGNC:12122","0","0","0","0","0","0","0","0","0",0
"223","NM_007293","NM_001127257","HGNC:1323","HGNC:20861","0","0","0","0","0","0","0","0","0",0
"224","NM_015166","NM_024108","HGNC:17082","HGNC:23069","0.661","0.622","1","0.277","0.091","0.067","0.417","0.784","1",0
"225","NM_001350920","NM_138796","HGNC:32378","HGNC:25184","0","0","0","0","0","0","0","0","0",0
"226","NM_016354","NR_030213","HGNC:10953","HGNC:32123","0","0","0","0","0","0","0.178","0.308","0",0
"227","NM_005658","NM_001159","HGNC:12031","HGNC:553","0.174","0.655","0.35","0.081","0.107","0.096","0.184","0.716","0.54",0
"228","NM_030978","NM_005298","HGNC:23366","HGNC:4480","0","0","1","0","0","0.067","0.167","0.099","1",0
"229","NM_020873","NM_016647","HGNC:20980","HGNC:29656","0","0","0","0","0","0","0","0","0",0
"230","NM_012261","NM_005210","HGNC:16097","HGNC:2409","0","0","0","0","0","0","0","0.308","0",0
"231","NR_145758","NM_001162491","HGNC:52238","HGNC:31709","0","0","0","0","0","0","0","0","0",0
"232","NM_170743","NM_001099338","HGNC:18584","HGNC:23438","0","0","0","0","0","0","0","0","0",0
"233","NM_003978","NM_014325","HGNC:9580","HGNC:2254","1","0.224","0.672","0.148","0.06","0.067","1","0.336","0.831",0
"234","NM_001080526","NM_014834","HGNC:3563","HGNC:29069","0","0","0","0","0","0","0","0","0",0
"235","NM_001145030","NM_018352","HGNC:24746","HGNC:25638","0","0","0","0","0","0","0","0","0",0
"236","NG_001019","NG_001332","HGNC:5610","HGNC:12120","0","0","0","0","0","0","0","0","0",0
"237","NM_017432","NM_005091","HGNC:9632","HGNC:8904","0","0.353","0","0","0.07","0","0","0.457","0",0
"238","NM_005103","NM_015557","HGNC:3659","HGNC:16816","0.35","0.454","0.166","0.184","0.091","0.067","0.265","0.704","0.602",0
"239","NM_006356","NM_007085","HGNC:845","HGNC:3972","0.358","0.253","1","0.149","0.082","0.067","0.143","0.405","1",0
