RefSeq1,RefSeq2,gene1,gene2,label
NM_001967,NM_145117,HGNC:3284,HGNC:15997,1
NM_001005861,NM_002529,HGNC:10481,HGNC:8031,1
NM_003656,NM_198452,HGNC:1459,HGNC:13415,1
NM_005808,NM_006741,HGNC:16890,HGNC:9286,1
NM_006100,NM_001004470,HGNC:18080,HGNC:23317,1
NM_002717,NM_181678,HGNC:9304,HGNC:9305,1
NM_181690,NM_002576,HGNC:393,HGNC:8590,1
NM_005607,NM_003328,HGNC:9611,HGNC:12434,1
NM_004121,NM_001351304,HGNC:4260,HGNC:4251,1
NM_003328,NM_006182,HGNC:12434,HGNC:2731,1
NM_002706,NM_002716,HGNC:9276,HGNC:9303,1
NM_174953,NM_021949,HGNC:813,HGNC:816,1
NM_054110,NM_003774,HGNC:21531,HGNC:4126,1
NM_147180,NM_002718,HGNC:9318,HGNC:9307,1
NM_001042600,NM_002742,HGNC:6863,HGNC:9407,1
NM_014225,NM_005605,HGNC:9302,HGNC:9316,1
NM_015020,NM_002720,HGNC:29149,HGNC:9319,1
NM_005163,NM_006852,HGNC:391,HGNC:11842,1
NM_025194,NM_002221,HGNC:14897,HGNC:6179,1
NM_031417,NM_007174,HGNC:13538,HGNC:1985,1
NM_000188,NM_000189,HGNC:4922,HGNC:4923,1
NM_052917,NM_198321,HGNC:23242,HGNC:19873,1
NM_004482,NM_003774,HGNC:4125,HGNC:4126,1
NM_001739,NM_000067,HGNC:1377,HGNC:1373,1
NM_006204,NM_003719,HGNC:8787,HGNC:8794,1
NM_014225,NM_021132,HGNC:9302,HGNC:9315,1
NM_002019,NM_005424,HGNC:3763,HGNC:11809,1
NM_005017,NM_004845,HGNC:8754,HGNC:8755,1
NM_017739,NM_173593,HGNC:19139,HGNC:24137,1
NM_000846,NM_000850,HGNC:4627,HGNC:4636,1
NM_004832,NM_183239,HGNC:13312,HGNC:23064,1
NM_005205,NM_001865,HGNC:2279,HGNC:2288,1
NM_001122636,NM_024642,HGNC:4131,HGNC:19877,1
NM_002578,NM_007174,HGNC:8592,HGNC:1985,1
NM_000693,NM_000695,HGNC:409,HGNC:411,1
NM_022819,NM_001128203,HGNC:30040,HGNC:17825,1
NM_015020,NM_014225,HGNC:29149,HGNC:9302,1
NM_001042600,NM_002969,HGNC:6863,HGNC:6874,1
NM_003719,NM_002605,HGNC:8794,HGNC:8793,1
NM_013994,NM_004431,HGNC:2730,HGNC:3386,1
NM_001002837,NM_016532,HGNC:8956,HGNC:33882,1
NM_006741,NM_002715,HGNC:9286,HGNC:9299,1
NM_020526,NM_002529,HGNC:3391,HGNC:8031,1
NM_000507,NM_003837,HGNC:3606,HGNC:3607,1
NM_001320,NM_182948,HGNC:2460,HGNC:9381,1
NM_002706,NM_139283,HGNC:9276,HGNC:30695,1
NM_000849,NM_000851,HGNC:4635,HGNC:4637,1
NM_006741,NM_000944,HGNC:9286,HGNC:9314,1
NM_002578,NM_001626,HGNC:8592,HGNC:392,1
NM_000851,NM_002413,HGNC:4637,HGNC:7063,1
NM_001696,NM_001692,HGNC:857,HGNC:853,1
NM_004300,NM_001099,HGNC:122,HGNC:125,1
NM_013994,NM_005607,HGNC:2730,HGNC:9611,1
NM_004550,NM_007103,HGNC:7708,HGNC:7716,1
NM_006741,NM_002720,HGNC:9286,HGNC:9319,1
NM_014568,NM_198516,HGNC:4127,HGNC:30488,1
NM_001080843,NM_000848,HGNC:33437,HGNC:4634,1
NM_002742,NM_015092,HGNC:9407,HGNC:30045,1
NM_176869,NM_021129,HGNC:28883,HGNC:9226,1
NM_182948,NM_014683,HGNC:9381,HGNC:13480,1
NM_017739,NM_080615,HGNC:19139,HGNC:16099,1
NM_002019,NM_002031,HGNC:3763,HGNC:3955,1
NM_003713,NM_014646,HGNC:9229,HGNC:14450,1
NM_020223,NM_212535,HGNC:22140,HGNC:9395,1
NM_133373,NM_014638,HGNC:9061,HGNC:29037,1
NM_198442,NM_003561,HGNC:24791,HGNC:9029,1
NM_022087,NM_017417,HGNC:19875,HGNC:4130,1
YP_003024033,NM_007103,HGNC:7458,HGNC:7716,1
NM_002706,NM_002717,HGNC:9276,HGNC:9304,1
NM_032482,NM_001136239,HGNC:24948,HGNC:9350,1
NM_000625,NM_000603,HGNC:7873,HGNC:7876,1
NM_172226,"NM_032294, NM_172206, NM_172207",HGNC:1470,HGNC:1469,1
YP_003024026,YP_003024033,HGNC:7455,HGNC:7458,1
NM_014241,NM_016395,HGNC:9639,HGNC:24175,1
NM_014554,NM_015571,HGNC:17927,HGNC:20944,1
NM_004807,NM_021615,HGNC:5201,HGNC:6938,1
NM_000240,NM_000898,HGNC:6833,HGNC:6834,1
NM_145049,NM_032192,HGNC:28110,HGNC:9287,1
NM_000300,NM_015715,HGNC:9031,HGNC:17934,1
NM_020223,NM_007174,HGNC:22140,HGNC:1985,1
NM_182948,NM_006257,HGNC:9381,HGNC:9410,1
NM_181690,NM_002739,HGNC:393,HGNC:9402,1
NM_000846,NM_153699,HGNC:4627,HGNC:19662,1
NM_002576,NM_001626,HGNC:8590,HGNC:392,1
NM_005163,NM_181690,HGNC:391,HGNC:393,1
NM_003713,NM_176895,HGNC:9229,HGNC:9228,1
NM_020223,NM_002578,HGNC:22140,HGNC:8592,1
NM_014683,NM_001626,HGNC:13480,HGNC:392,1
NM_005246,NM_004383,HGNC:3655,HGNC:2444,1
NM_015879,NM_013443,HGNC:14269,HGNC:23364,1
NM_020452,NM_138813,HGNC:13534,HGNC:13535,1
NM_198516,NM_004481,HGNC:30488,HGNC:4124,1
NM_002227,NM_002031,HGNC:6190,HGNC:3955,1
NM_014683,NM_003157,HGNC:13480,HGNC:11399,1
NM_001308,NM_001080513,HGNC:2312,HGNC:2313,1
NM_001632,NM_000478,HGNC:439,HGNC:438,1
NM_145049,NM_152542,HGNC:28110,HGNC:25415,1
NM_005605,NM_145049,HGNC:9316,HGNC:28110,1
NM_002887,NM_020320,HGNC:9870,HGNC:21406,1
NM_175856,NM_014918,HGNC:24293,HGNC:17198,1
NM_003328,NM_004383,HGNC:12434,HGNC:2444,1
NM_002576,NM_015092,HGNC:8590,HGNC:30045,1
NM_018644,NM_080742,HGNC:921,HGNC:922,1
NM_031417,NM_002578,HGNC:13538,HGNC:8592,1
NM_000561,NM_000853,HGNC:4632,HGNC:4641,1
NM_002576,NM_003157,HGNC:8590,HGNC:11399,1
NM_006259,NM_007174,HGNC:9416,HGNC:1985,1
NM_006247,NM_152542,HGNC:9322,HGNC:25415,1
NM_001128141,NM_022357,HGNC:3002,HGNC:23029,1
NM_015020,NM_006247,HGNC:29149,HGNC:9322,1
NM_005808,NM_002706,HGNC:16890,HGNC:9276,1
NM_014638,NM_014996,HGNC:29037,HGNC:29185,1
NM_024831,NM_013393,HGNC:17843,HGNC:16352,1
NM_001086,NM_005396,HGNC:17,HGNC:9157,1
NM_004334,NM_001775,HGNC:1118,HGNC:1667,1
NM_005167,NM_005605,HGNC:20785,HGNC:9316,1
NM_005406,NM_004409,HGNC:10251,HGNC:2933,1
NM_016281,NM_015092,HGNC:18133,HGNC:30045,1
NM_002576,NM_006257,HGNC:8590,HGNC:9410,1
NM_000520,NM_000521,HGNC:4878,HGNC:4879,1
NM_001349,NM_018122,HGNC:2678,HGNC:25538,1
NM_000944,NM_002720,HGNC:9314,HGNC:9319,1
NM_005406,NM_003157,HGNC:10251,HGNC:11399,1
NM_020439,NM_172169,HGNC:14585,HGNC:1463,1
NM_001122636,NM_022087,HGNC:4131,HGNC:19875,1
NM_139245,NM_181876,HGNC:16381,HGNC:9306,1
NM_002227,NM_002529,HGNC:6190,HGNC:8031,1
NM_001320,NM_002446,HGNC:2460,HGNC:6849,1
NM_020223,NM_005406,HGNC:22140,HGNC:10251,1
NM_005406,NM_006255,HGNC:10251,HGNC:9403,1
NM_005605,NM_181678,HGNC:9316,HGNC:9305,1
NM_000281,NM_032151,HGNC:8646,HGNC:24474,1
NM_147180,NM_152542,HGNC:9318,HGNC:25415,1
NM_001320,NM_004409,HGNC:2460,HGNC:2933,1
NM_005167,NM_181876,HGNC:20785,HGNC:9306,1
NM_031417,NM_212535,HGNC:13538,HGNC:9395,1
NM_002706,NM_002720,HGNC:9276,HGNC:9319,1
NM_022819,NM_003561,HGNC:30040,HGNC:9029,1
NM_013430,NM_001351304,HGNC:4250,HGNC:4251,1
"NM_009590, NM_001158",NM_003734,HGNC:549,HGNC:550,1
NM_003895,NM_000276,HGNC:11503,HGNC:8108,1
NM_152764,NM_080663,HGNC:28569,HGNC:30541,1
NM_004320,NM_001001396,HGNC:811,HGNC:817,1
NM_020223,NM_004409,HGNC:22140,HGNC:2933,1
NM_198442,NM_000929,HGNC:24791,HGNC:9038,1
NM_006257,NM_002730,HGNC:9410,HGNC:9380,1
NM_002019,NM_005356,HGNC:3763,HGNC:6524,1
NM_001080843,NM_001512,HGNC:33437,HGNC:4629,1
NM_000669,NM_000668,HGNC:251,HGNC:250,1
NM_002742,NM_212535,HGNC:9407,HGNC:9395,1
YP_003024037,NM_004551,HGNC:7462,HGNC:7710,1
NM_005566,NM_017448,HGNC:6535,HGNC:6544,1
NM_016283,NM_013410,HGNC:49151,HGNC:363,1
NM_003656,NM_020397,HGNC:1459,HGNC:19341,1
NM_005793,NM_013330,HGNC:20567,HGNC:20461,1
NM_013352,NM_032160,HGNC:21144,HGNC:18144,1
NM_002706,NM_006741,HGNC:9276,HGNC:9286,1
NM_014638,NM_016341,HGNC:29037,HGNC:17175,1
NM_016529,NM_006045,HGNC:13533,HGNC:13540,1
NM_139245,NM_002716,HGNC:16381,HGNC:9303,1
NM_001694,NM_001695,HGNC:855,HGNC:856,1
NM_005356,NM_002005,HGNC:6524,HGNC:3657,1
NM_001005861,NM_002821,HGNC:10481,HGNC:9618,1
NM_002739,NM_015092,HGNC:9402,HGNC:30045,1
NM_005808,NM_147180,HGNC:16890,HGNC:9318,1
NM_002227,NM_004383,HGNC:6190,HGNC:2444,1
YP_003024034,YP_003024036,HGNC:7460,HGNC:7461,1
NM_000061,NM_002227,HGNC:1133,HGNC:6190,1
NM_000446,NM_000305,HGNC:9204,HGNC:9205,1
NM_005356,NM_002031,HGNC:6524,HGNC:3955,1
NM_006204,NM_000283,HGNC:8787,HGNC:8786,1
NM_000846,NM_015917,HGNC:4627,HGNC:16906,1
NM_003656,NM_172084,HGNC:1459,HGNC:1461,1
NM_000853,NM_000848,HGNC:4641,HGNC:4634,1
NM_002578,NM_014683,HGNC:8592,HGNC:13480,1
NM_139245,NM_152542,HGNC:16381,HGNC:25415,1
NM_030965,NM_001004470,HGNC:19342,HGNC:23317,1
NM_054110,NM_001168368,HGNC:21531,HGNC:23233,1
NM_006257,NM_005406,HGNC:9410,HGNC:10251,1
NM_020526,NM_002031,HGNC:3391,HGNC:3955,1
NM_032717,NM_207328,HGNC:28157,HGNC:27168,1
NM_032526,NM_016489,HGNC:17819,HGNC:17820,1
NM_022819,NM_001114633,HGNC:30040,HGNC:9036,1
NM_002115,NM_000189,HGNC:4925,HGNC:4923,1
NM_005205,NM_001863,HGNC:2279,HGNC:2280,1
NM_003166,NM_001054,HGNC:11455,HGNC:11454,1
NM_020526,NM_003328,HGNC:3391,HGNC:12434,1
NM_001083,NM_002605,HGNC:8784,HGNC:8793,1
NM_019892,NM_003898,HGNC:21474,HGNC:11504,1
NM_139245,NM_021132,HGNC:16381,HGNC:9315,1
NM_014683,NM_002744,HGNC:13480,HGNC:9412,1
NM_000300,NM_198442,HGNC:9031,HGNC:24791,1
NM_001625,NM_001145128,HGNC:362,HGNC:33814,1
NM_006849,NM_004911,HGNC:14180,HGNC:30167,1
NM_174953,NM_001681,HGNC:813,HGNC:812,1
NM_004408,NM_012062,HGNC:2972,HGNC:2973,1
NM_006241,NM_002717,HGNC:9288,HGNC:9304,1
NM_002578,NM_006259,HGNC:8592,HGNC:9416,1
NM_153699,NM_000853,HGNC:19662,HGNC:4641,1
NM_005607,NM_002005,HGNC:9611,HGNC:3657,1
NM_004374,NM_004373,HGNC:2285,HGNC:2277,1
NM_024837,NM_015205,HGNC:13536,HGNC:13552,1
NM_001320,NM_006255,HGNC:2460,HGNC:9403,1
NM_002715,NM_020700,HGNC:9299,HGNC:18583,1
NM_153699,NM_015917,HGNC:19662,HGNC:16906,1
NM_014225,NM_020700,HGNC:9302,HGNC:18583,1
NM_014638,NM_033123,HGNC:29037,HGNC:19218,1
NM_000252,NM_016156,HGNC:7448,HGNC:7450,1
NM_004074,NM_001867,HGNC:2294,HGNC:2292,1
NM_015833,NM_018702,HGNC:226,HGNC:227,1
NM_003364,NM_173355,HGNC:12576,HGNC:23061,1
NM_000929,NM_032562,HGNC:9038,HGNC:18555,1
NM_006040,NM_006043,HGNC:5200,HGNC:5195,1
NM_002707,NM_002711,HGNC:9278,HGNC:9291,1
NM_005607,NM_002529,HGNC:9611,HGNC:8031,1
NM_001079807,NM_014224,HGNC:8885,HGNC:8887,1
NM_005383,NM_006656,HGNC:7759,HGNC:7760,1
NM_002717,NM_139283,HGNC:9304,HGNC:30695,1
NM_004267,NM_021615,HGNC:1970,HGNC:6938,1
NM_002706,NM_181876,HGNC:9276,HGNC:9306,1
NM_198516,NM_198321,HGNC:30488,HGNC:19873,1
NM_001122636,NM_001168368,HGNC:4131,HGNC:23233,1
NM_080823,NM_003390,HGNC:11298,HGNC:12761,1
NM_002717,NM_032192,HGNC:9304,HGNC:9287,1
NM_005356,NM_000215,HGNC:6524,HGNC:6193,1
NM_020227,NM_001136239,HGNC:13994,HGNC:9350,1
NM_001080843,NM_000850,HGNC:33437,HGNC:4636,1
NM_022087,NM_054110,HGNC:19875,HGNC:21531,1
NM_181690,NM_080836,HGNC:393,HGNC:16254,1
NM_002227,NM_005233,HGNC:6190,HGNC:3387,1
NM_006282,NM_015092,HGNC:11408,HGNC:30045,1
NM_002770,NM_002771,HGNC:9483,HGNC:9486,1
NM_002599,NM_001083,HGNC:8777,HGNC:8784,1
NM_002706,NM_147180,HGNC:9276,HGNC:9318,1
NM_183357,NM_020983,HGNC:236,HGNC:237,1
NM_002707,NM_014634,HGNC:9278,HGNC:19388,1
NM_006259,NM_212535,HGNC:9416,HGNC:9395,1
NM_173642,NM_020734,HGNC:28725,HGNC:29228,1
NM_022896,NM_176895,HGNC:14451,HGNC:9228,1
NM_031417,NM_003157,HGNC:13538,HGNC:11399,1
