RefSeq1,RefSeq2,gene1,gene2,label
NM_003731,NM_024068,HGNC:11321,HGNC:28412,0
NG_001333,NR_031602,HGNC:12179,HGNC:33927,0
NM_032334,NM_017826,HGNC:28224,HGNC:26026,0
NM_145651,NR_029586,HGNC:18394,HGNC:31571,0
NR_029701,NM_004281,HGNC:31533,HGNC:939,0
NR_003305.1,NM_145275,HGNC:33032,HGNC:20717,0
NM_138418,NM_015265,HGNC:14142,HGNC:21637,0
NG_000002,NM_145061,HGNC:5897,HGNC:20262,0
NM_017697,NR_134270,HGNC:25966,HGNC:53085,0
NM_001003819,NM_001010922,HGNC:33440,HGNC:33624,0
NM_145202,NM_001005325,HGNC:23304,HGNC:14711,0
NM_004054,NR_001452,HGNC:1319,HGNC:31803,0
NM_001008693.1,NM_001034077,HGNC:13261,HGNC:29607,0
NM_004816,NM_138357,HGNC:24820,HGNC:23526,0
NM_005281,NM_080796,HGNC:4484,HGNC:2680,0
NR_029498,NM_015931,HGNC:31609,HGNC:24809,0
NM_022483,NM_001010860,HGNC:26139,HGNC:18631,0
NM_024320,NM_001037730,HGNC:28149,HGNC:18096,0
NG_000834,NM_006407,HGNC:5735,HGNC:16937,0
NM_182791,NM_033407,HGNC:26552,HGNC:19190,0
NM_003453,NM_024834,HGNC:12989,HGNC:25782,0
NM_001198879.1,NM_003993,HGNC:38844,HGNC:2069,0
NM_021937,NM_015208,HGNC:24614,HGNC:29135,0
NM_001004064,NM_003292,HGNC:15312,HGNC:12017,0
NM_144628,NM_000315,HGNC:16133,HGNC:9606,0
NR_003311.1,NM_024028,HGNC:33038,HGNC:28477,0
NM_152548,NR_003500,HGNC:26335,HGNC:33969,0
NM_001743,NM_007223,HGNC:1445,HGNC:32370,0
NM_024036,NM_002277,HGNC:28456,HGNC:6448,0
NM_002187,NM_016044,HGNC:5970,HGNC:24252,0
NM_012064,NM_004715,HGNC:7103,HGNC:2498,0
NM_080740,NM_006850,HGNC:18597,HGNC:11346,0
NM_182490,NM_015407,HGNC:13020,HGNC:24538,0
NM_145052,NM_005338,HGNC:28334,HGNC:4913,0
NM_025211,NM_198081,HGNC:17496,HGNC:21397,0
NM_003462,XR_109007,HGNC:14353,HGNC:23515,0
NM_000966,NM_003367,HGNC:9866,HGNC:12594,0
NM_198571,NM_001238,HGNC:22030,HGNC:1589,0
NM_001242668,NM_025198,HGNC:42974,HGNC:30779,0
NM_022081,NM_003257,HGNC:15844,HGNC:11827,0
NM_033035,NM_024771,HGNC:30743,HGNC:25845,0
NM_212476,NM_003119,HGNC:3778,HGNC:11237,0
NM_138771,NM_001289974,HGNC:22398,HGNC:35445,0
NM_001099645,NM_025232,HGNC:27610,HGNC:26176,0
NR_030171,NM_145205,HGNC:32081,HGNC:24954,0
NM_001079809,NM_001008408,HGNC:33205,HGNC:27223,0
NM_016573,NM_014207,HGNC:24852,HGNC:1685,0
NM_004048,NM_004491,HGNC:914,HGNC:4591,0
NM_003600,NM_012151,HGNC:11393,HGNC:3547,0
NM_002831,NM_013982,HGNC:9658,HGNC:7998,0
NM_002499,NM_178510,HGNC:7754,HGNC:21027,0
NM_018255,NM_022481,HGNC:18248,HGNC:24097,0
NM_004227,NM_016002,HGNC:9504,HGNC:24275,0
NG_001332,NM_002947,HGNC:12115,HGNC:10291,0
NM_004164,NM_152335,HGNC:9920,HGNC:26763,0
NM_198539,NM_178351,HGNC:25392,HGNC:29464,0
"NM_018057, NM_182767",NM_007355,HGNC:13621,HGNC:5258,0
NR_003695,NM_005863,HGNC:33573,HGNC:14592,0
NR_031580,NM_017905,HGNC:37305,HGNC:20329,0
NM_016357,NM_002203,HGNC:24636,HGNC:6137,0
NM_144593,NM_004469,HGNC:21166,HGNC:3708,0
NM_001005218,NM_152692,HGNC:19616,HGNC:24338,0
NM_033503,NM_153216,HGNC:24132,HGNC:26367,0
NM_025152,NM_053003,HGNC:20278,HGNC:15482,0
NM_001080429,NG_000834,HGNC:29307,HGNC:5744,0
NM_021165,NM_016115,HGNC:13746,HGNC:16013,0
NM_019087,NM_006546,HGNC:25945,HGNC:28866,0
NM_018934,NM_014739,HGNC:8685,HGNC:16863,0
NM_001004490,NM_003355,HGNC:15143,HGNC:12518,0
NM_001656,NM_152676,HGNC:660,HGNC:13617,0
NM_006018,NM_015902,HGNC:16824,HGNC:16806,0
NM_001004730,NM_004001,HGNC:15260,HGNC:3618,0
NM_153213,NM_025182,HGNC:26604,HGNC:25666,0
NM_001080456,NM_145109,HGNC:34246,HGNC:6843,0
NM_004229,NM_181504,HGNC:2370,HGNC:8979,0
NM_001195138,NM_005068,HGNC:44141,HGNC:10882,0
NM_005151,NM_031956,HGNC:12612,HGNC:29936,0
NM_152463,NM_014971,HGNC:24965,HGNC:29155,0
NM_152751,NM_004652,HGNC:23514,HGNC:12632,0
NR_029854,NR_003349.1,HGNC:33692,HGNC:33053,0
NM_001400,NM_173544,HGNC:3165,HGNC:24130,0
NM_001083914,NM_012307,HGNC:2495,HGNC:3380,0
NM_001351235,NM_002689,HGNC:14284,HGNC:30073,0
NM_001009881,NM_181706,HGNC:28981,HGNC:26979,0
NG_002151,NM_182489,HGNC:8191,HGNC:30653,0
NM_003094,NM_014872,HGNC:11161,HGNC:23836,0
