RefSeq1,RefSeq2,gene1,gene2,label
NM_018975,NM_002143,HGNC:19246,HGNC:5144,0
NM_003655,NM_033446,HGNC:1554,HGNC:23368,0
NM_052875,NM_001080790,HGNC:28119,HGNC:31909,0
NM_003575,NM_080871,HGNC:13076,HGNC:17185,0
NM_024958,NM_014038,HGNC:16229,HGNC:18808,0
NM_145026,NM_032765,HGNC:22957,HGNC:19024,0
NM_001025300,NM_152309,HGNC:31332,HGNC:30034,0
NM_014700,NM_004987,HGNC:17224,HGNC:6616,0
NM_000982,NM_213605,HGNC:10313,HGNC:27984,0
NM_006417,NM_173660,HGNC:16938,HGNC:26594,0
NM_004186,NM_024033,HGNC:10728,HGNC:22432,0
NM_001237,NR_134270,HGNC:1578,HGNC:53085,0
NM_173553,NM_001033032,HGNC:26378,HGNC:18703,0
NM_018279,NM_144609,HGNC:25605,HGNC:26472,0
NM_198501,NM_152300,HGNC:24764,HGNC:20038,0
NR_002784,NM_138288,HGNC:33146,HGNC:20361,0
NM_001012729,NM_014983,HGNC:32179,HGNC:28982,0
NM_194314,NM_020238,HGNC:24819,HGNC:6058,0
NM_001287262,NM_019090,HGNC:42540,HGNC:29265,0
NM_001853,NM_144715,HGNC:2219,HGNC:26330,0
NM_001203,NM_032452,HGNC:1077,HGNC:20156,0
NM_006819,NM_003742,HGNC:11387,HGNC:42,0
NM_001080415,NM_021068,HGNC:30855,HGNC:5425,0
NR_029488,NM_145307,HGNC:31548,HGNC:19364,0
NM_152424,NM_017782,HGNC:26837,HGNC:23484,0
NM_015202,NR_030413,HGNC:29068,HGNC:33139,0
NM_032302,NM_016733,HGNC:22420,HGNC:6614,0
NM_001017981,NR_030616,HGNC:33434,HGNC:33661,0
NM_001171795,NM_001007563,HGNC:27828,HGNC:20081,0
NM_003304,NM_016410,HGNC:12333,HGNC:26942,0
NM_016024,NM_022493,HGNC:24282,HGNC:14179,0
NR_029673,NM_033626,HGNC:31514,HGNC:28910,0
NM_021974,NM_001080457,HGNC:9193,HGNC:25042,0
NM_019042,NM_152995,HGNC:26033,HGNC:18726,0
NM_006016,NM_001982,HGNC:1632,HGNC:3431,0
NM_007263,NM_015078,HGNC:2234,HGNC:30319,0
NM_024307,NM_004216,HGNC:28638,HGNC:2755,0
NM_030770,NM_201550,HGNC:14908,HGNC:20264,0
NM_182691,NM_022735,HGNC:11306,HGNC:15453,0
NR_003194.1,NM_001772,HGNC:32990,HGNC:1659,0
NM_014300,NM_004998,HGNC:17718,HGNC:7599,0
NM_139265,NM_020765,HGNC:3245,HGNC:30313,0
NM_002343,NM_001004727,HGNC:6720,HGNC:15184,0
NM_007370,NM_015908,HGNC:9973,HGNC:24101,0
NM_001483,NM_174942,HGNC:4179,HGNC:27475,0
NM_153741,NM_014227,HGNC:3007,HGNC:11039,0
NM_031215,NM_002854,HGNC:16143,HGNC:9704,0
NM_152385,NM_001937,HGNC:26453,HGNC:3011,0
NM_053001,NM_181840,HGNC:15830,HGNC:19439,0
NR_026936,NR_029667,HGNC:24687,HGNC:31501,0
NG_000833,NG_001333,HGNC:5825,HGNC:12178,0
NM_001005288,NM_001004342,HGNC:15200,HGNC:31859,0
NM_022102,NM_025000,HGNC:21097,HGNC:25784,0
NM_022464,NM_005914,HGNC:24624,HGNC:6947,0
NM_014496,NM_005545,HGNC:10435,HGNC:6133,0
NM_024038,NM_001013690,HGNC:28424,HGNC:13287,0
NM_001012642,NM_003516,HGNC:27287,HGNC:4736,0
NM_001031853,NM_017901,HGNC:33116,HGNC:18182,0
NM_000844,NM_001013632,HGNC:4599,HGNC:32315,0
NM_015723,NM_153344,HGNC:28900,HGNC:21351,0
NM_014871,NM_006299,HGNC:20074,HGNC:12984,0
NM_002216,NM_001014985,HGNC:6167,HGNC:33756,0
NM_002652,NG_001333,HGNC:8993,HGNC:12195,0
